27baa01f-48d9-40a4-bec7-8a8d8e04e4fe;e42c4a52-db5f-4f69-97d4-0aec0be52bfb;90b73ca3-f127-4356-a7af-9e86c9e345eb;IAM@d-9967339d19;2023-06-07T09;2023-06-07T09;INV;10;15;INV;11,25;10
53698832-9557-40e5-a583-2f0532278b43;74bb4f0e-b61a-4421-88cd-3774cae634e4;0367f84c-c320-41e5-b8d0-18bbae1f538d;IAM@d-9967339d19;2023-06-07T10;2023-06-07T10;80,5;10;12,5;38;15;5
1012d76a-ad6f-4eb5-a0e5-10966f1f9b6c;4ceeb8ac-2640-49f4-8b68-8a419f04e2c9;90b73ca3-f127-4356-a7af-9e86c9e345eb;IAM@d-9967339d19;2023-06-07T10;2023-06-07T10;95;7,5;15;47,5;15;10
caca copia;e42c4a52-db5f-4f69-97d4-0aec0be52bfb;90b73ca3-f127-4356-a7af-9e86c9e345eb;IAM@d-9967339d19;2023-06-07T09;2023-06-07T09;INV;INV;INV;INV;11,25;10
caccccccccccccc;e42c4a52-db5f-4f69-97d4-0aec0be52bfb;90b73ca3-f127-4356-a7af-9e86c9e345eb;IAM@d-9967339d19;2023-06-07T09;2023-06-07T09;INV;INV;INV;INV;INV;10
